"","MATRICULA","Category","CIERVO","GAMO","CORZO","MUFLON","CABRA","JABALI","ARRUI","CERRAMIENT","ten_cier","ten_gamo","ten_corz","ten_mufl","ten_cabr","ten_jaba","ten_arru","CIERVO_d","GAMO_d","CORZO_d","MUFLON_d","CABRA_d","JABALI_d","ARRUI_d","ag_cluster","a47_k4","Clasificac","area_nueva","area","Hg","minId","maxId","Axis1","Axis2","Axis3","cover","areaS"
"1742","CR-11722","CR-11722","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","Grupo 1",23608741.15,24,3074,9077,9081,-0.998304566085254,0.008753785052004,0.331221403774298,-1.16858775615692,0.339254941466689
"1743","CR-11731","CR-11731","536","0","0","0","0",111,"0",1,"-0.0479743730607451","0","0","0","0","0.185409991753309","0","25.0237502818259","0","0","0","0","5.18215724119902","0","4","1","Grupo 6",21419650.75,21,3077,9084,9089,-0.209742989708737,2.52851754833449,-0.951061157148739,1.84381155172984,0.207405934100096
"1744","CR-11734","CR-11734","0","0","0","0","0",4,"0",0,"0","0","0","0","0","0.101409239289355","0","0","0","0","0","0","0.417186111438724","0","1","1","Grupo 1",9588046.867,10,3079,9090,9092,-0.998304566085254,0.008753785052004,0.331221403774298,-0.422168992459774,-0.27604042624408
"1745","CR-11737","CR-11737","0","0","0","0","0",28,"0",0,"0","0","0","0","0","0.569019808565533","0","0","0","0","0","0","1.38581684708488","0","3","2","Grupo 2",20204690.02,20,3082,9095,9098,-0.998304566085254,0.008753785052004,0.331221403774298,-1.10997779667377,0.163456264977898
"1746","CR-11743","CR-11743","66","67","5","0","0",80,"0",0,"0.244097048689965","0.218356573370573","0.223386559031477","0","0","-0.121211100966909","0","1.95644832495364","1.98609148139233","0.148215782193458","0","0","2.37145251509532","0","1","1","Grupo 1",33734598.82,34,3086,9103,9110,0.451159050284949,0.05183902686188,0.056207346871813,1.51531383395195,0.778751632688667
"1747","CR-11744","CR-11744","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","Grupo 1",6742589.944,7,3087,9111,9111,-0.998304566085254,0.008753785052004,0.331221403774298,-1.3395405836981,-0.407889433610673
"1748","CR-11745","CR-11745","5","0","0","0","0",20,"0",0,"0.539422049179055","0","0","0","0","0.55281886306404","0","0.193839790530768","0","0","0","0","0.77535916212307","0","2","2","Grupo 5",25794497.6,26,3088,9112,9118,-0.214941167351448,-0.473299983453492,0.369454644454134,-1.06623401599271,0.427154279711084
"1749","CR-11746","CR-11746","115","15","0","0","0",49,"0",0,"-0.112025960961967","-0.729583242880282","0","0","0","-0.187867287325545","0","19.902766074747","2.59601296627135","0","0","0","8.48030902315307","0","1","1","Grupo 1",5778091.566,6,3089,9119,9120,-1.90447565523341,2.96066816700808,-1.26339505545196,1.63860046863556,-0.451839102732871
"1750","CR-11748","CR-11748","0","0","0","0","0",20,"0",0,"0","0","0","0","0","0.0582113197838175","0","0","0","0","0","0","4.09000211369878","0","1","2","Grupo 1",4889972.871,5,3091,9121,9121,-0.998304566085254,0.008753785052004,0.331221403774298,-0.856396581305055,-0.495788771855069
"1751","CR-11757","CR-11757","0","0","0","0","0",14,"0",0,"0","0","0","0","0","0.432615244034388","0","0","0","0","0","0","2.86119367851294","0","3","1","Grupo 2",4893062.604,5,3096,9123,9123,-0.998304566085254,0.008753785052004,0.331221403774298,-0.262262286887014,-0.495788771855069
"1752","CR-11758","CR-11758","48","18","0","31","0",44,"0",1,"0.33920946058779","0.31408126946588","0","0.305699202718803","0","0.344537001880775","0","6.34117764411486","2.37794161654307","0","4.09534389515751","0","5.81274617377195","0","4","1","Grupo 6",7569571.9,8,3097,9124,9126,1.73809220902252,2.10335933068294,0.308404056800649,0.298563277969758,-0.363939764488475
"1753","CR-11759","CR-11759","0","0","0","0","0",5,"0",0,"0","0","0","0","0","0.433542118016472","0","0","0","0","0","0","1.04328994191839","0","3","1","Grupo 2",4792531.543,5,3098,9127,9128,-0.998304566085254,0.008753785052004,0.331221403774298,0.164548803120852,-0.495788771855069
"1754","CR-11762","CR-11762","0","0","0","0","0",5,"0",0,"0","0","0","0","0","0.489855987381877","0","0","0","0","0","0","1.0156835357307","0","3","1","Grupo 2",4922793.107,5,3101,9132,9132,-0.998304566085254,0.008753785052004,0.331221403774298,0.978622467345644,-0.495788771855069
"1755","CR-11764","CR-11764","3","0","2","0","0",10,"0",0,"0.0284057286875383","0","0.4048570877115","0","0","0.4048570877115","0","0.297556857055142","0","0.198371238036761","0","0","0.991856190183806","0","3","2","Grupo 2",10082106.68,10,3102,9133,9134,-0.307064850116385,-0.384502377898372,-0.189626394203863,-1.31465899944305,-0.27604042624408
"1756","CR-11765","CR-11765","2","0","0","0","0",6,"0",0,"0.393041832067032","0","0","0","0","0.509789934257945","0","0.428863820419073","0","0","0","0","1.28659146125722","0","2","1","Grupo 5",4663484.955,5,3103,9135,9136,-0.417660707481086,-0.314037479651896,0.344390011360428,1.53849226236343,-0.495788771855069
"1757","CR-11766","CR-11766","8","0","0","5","0",13,"0",0,"0.393041832067032","0","0","0.393041832067032","0","0.607007901435704","0","0.966883993117341","0","0","0.604302495698338","0","1.57118648881568","0","2","1","Grupo 5",8274001.813,8,3104,9137,9139,0.489847626106779,-0.141877840187811,0.84010187489483,-0.439454098542531,-0.363939764488475
"1758","CR-11768","CR-11768","0","0","0","0","0",1,"0",0,"0","0","0","0","0","0.518200220505037","0","0","0","0","0","0","0.0288688155443578","0","3","2","Grupo 2",34639454.16,35,3105,9140,9146,-0.998304566085254,0.008753785052004,0.331221403774298,-0.845088901264327,0.822701301810864
"1759","CR-11770","CR-11770","0","0","7","10","0",106,"0",1,"0","0","0.406634835558663","0.505123999776545","0","0.337221354664028","0","0","0","1.39905538354765","1.99865054792521","0","21.1856958080072","0","4","1","Grupo 6",5003375.888,5,3107,9148,9148,1.81775021188581,-0.009438494398937,-0.752072915760508,1.40522230319132,-0.495788771855069
"1760","CR-11776","CR-11776","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","Grupo 1",8418397.274,8,3111,9150,9151,-0.998304566085254,0.008753785052004,0.331221403774298,-1.23427772521973,-0.363939764488475
"1761","CR-11780","CR-11780","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","Grupo 1",19963053.26,20,3113,9152,9155,-0.998304566085254,0.008753785052004,0.331221403774298,-1.19804134964943,0.163456264977898
"1762","CR-11782","CR-11782","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","Grupo 1",36599000.86,37,3115,9157,9165,-0.998304566085254,0.008753785052004,0.331221403774298,-1.10974689986971,0.91060064005526
"1763","CR-11783","CR-11783","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","Grupo 1",10618170.39,11,3116,9166,9169,-0.998304566085254,0.008753785052004,0.331221403774298,0.185517728328705,-0.232090757121882
"1764","CR-11784","CR-11784","0","0","0","0","0",3,"0",0,"0","0","0","0","0","0.131013944022344","0","0","0","0","0","0","0.0603151810801667","0","1","2","Grupo 1",49738721.95,50,3117,9170,9182,-0.998304566085254,0.008753785052004,0.331221403774298,-0.935260858673316,1.48194633864383
"1765","CR-11786","CR-11786","0","0","0","0","0",11,"0",0,"0","0","0","0","0","0.204296867715251","0","0","0","0","0","0","1.26769747173225","0","3","2","Grupo 2",8677148.817,9,3119,9183,9183,-0.998304566085254,0.008753785052004,0.331221403774298,-0.040847706341746,-0.319990095366278
"1766","CR-11789","CR-11789","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","Grupo 1",7909821.449,8,3121,9185,9187,-0.998304566085254,0.008753785052004,0.331221403774298,-0.886442601680756,-0.363939764488475
"1767","CR-11790","CR-11790","37","0","5","0","0",84,"0",0,"-0.730144971179589","0","-0.0975056233557751","0","0","-0.086006300639629","0","1.0575955666664","0","0.142918319819784","0","0","2.40102777297237","0","1","1","Grupo 1",34985017.53,35,3122,9188,9195,-2.02756129283773,0.850840899091865,0.15355696801745,-0.237360307015479,0.822701301810864
"1768","CR-11794","CR-11794","38","3","2","0","0",11,"0",1,"-0.304162244653604","-0.01400234325484","0.0632139541241014","0","0","-0.204557538877994","0","4.84003050859736","0.382107671731371","0.254738447820914","0","0","1.40106146301503","0","4","1","Grupo 6",7851190.339,8,3125,9198,9199,-1.00681285076218,0.750408002562629,-0.251604175323905,0.059823095798492,-0.363939764488475
"1769","CR-11796","CR-11796","0","0","0","0","0",21,"0",0,"0","0","0","0","0","0.673227070175655","0","0","0","0","0","0","0.813101695012315","0","3","2","Grupo 2",25827027.44,26,3127,9200,9204,-0.998304566085254,0.008753785052004,0.331221403774298,-0.764327397942543,0.427154279711084
"1770","CR-11798","CR-11798","3","0","1","0","0",32,"0",0,"0.579365459502321","0","0.393041832067032","0","0","0.540895404382455","0","0.420169365044142","0","0.140056455014714","0","0","4.48180656047085","0","2","1","Grupo 5",7139978.02,7,3129,9205,9205,0.433223614968696,-0.862727328651451,-0.082069676769916,0.95648119006419,-0.407889433610673
"1771","CR-11802","CR-11802","0","0","0","0","0",1,"0",0,"0","0","0","0","0","-0.480384461415261","0","0","0","0","0","0","0.187739778710883","0","1","2","Grupo 1",5326521.553,5,3133,9207,9208,-0.998304566085254,0.008753785052004,0.331221403774298,-0.411618489772081,-0.495788771855069
"1772","CR-11804","CR-11804","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","Grupo 1",7861712.105,8,3135,9209,9212,-0.998304566085254,0.008753785052004,0.331221403774298,-1.37359383702278,-0.363939764488475
"1773","CR-11805","CR-11805","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","Grupo 1",10007519.56,10,3136,9213,9214,-0.998304566085254,0.008753785052004,0.331221403774298,-1.70980989933014,-0.27604042624408
"1774","CR-11807","CR-11807","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","Grupo 1",4657355.988,5,3137,9215,9215,-0.998304566085254,0.008753785052004,0.331221403774298,-1.67270941072078,-0.495788771855069
"1775","CR-11808","CR-11808","2","0","2","0","0",10,"0",0,"0.612066478926411","0","0.505711632992811","0","0","0.639672173935756","0","0.369850594946549","0","0.369850594946549","0","0","1.84925297473275","0","7","1","Grupo 4",5407588.955,5,3138,9216,9217,0.784919686963496,-1.04171376582852,-0.383621264805814,1.2609036564827,-0.495788771855069
"1776","CR-11810","CR-11810","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","Grupo 1",21855011.07,22,3140,9218,9224,-0.998304566085254,0.008753785052004,0.331221403774298,-1.78393791403089,0.251355603222293
"1777","CR-11813","CR-11813","40","0","0","0","0",39,"0",1,"0.5058097743616","0","0","0","0","0.441808491015526","0","9.93846201962835","0","0","0","0","9.69000046913765","0","4","1","Grupo 6",4024767.501,4,3143,9226,9226,0.070638130490171,0.521806835986533,-0.131217585390468,1.53977769061818,-0.539738440977266
"1778","CR-11814","CR-11814","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","Grupo 1",4098026.642,4,3144,9227,9227,-0.998304566085254,0.008753785052004,0.331221403774298,1.5676633244629,-0.539738440977266
"1779","CR-11815","CR-11815","110","0","2","0","2",34,"0",1,"0.20816041998677","0","0.0734479774711693","0","0.22310032643658","-0.517612569151343","0","13.6210922930167","0","0.247656223509394","0","0.247656223509394","4.2101557996597","0","4","1","Grupo 6",8075710.652,8,3145,9228,9230,0.97297825596515,1.60908917817658,0.833757687528126,1.80339316527049,-0.363939764488475
"1780","CR-11820","CR-11820","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","Grupo 1",11943293.43,12,3149,9233,9235,-0.998304566085254,0.008753785052004,0.331221403774298,-1.24267693360647,-0.188141087999684
"1781","CR-11821","CR-11821","0","0","0","0","0",20,"0",0,"0","0","0","0","0","0.0134135376750138","0","0","0","0","0","0","2.86655864026098","0","1","1","Grupo 1",6977007.253,7,3150,9236,9237,-0.998304566085254,0.008753785052004,0.331221403774298,0.134854316711426,-0.407889433610673
"1782","CR-11823","CR-11823","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","Grupo 1",15755638.56,16,3152,9238,9240,-0.998304566085254,0.008753785052004,0.331221403774298,-0.968789339065552,-0.012342411510893
"1783","CR-11824","CR-11824","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","Grupo 1",9283139.294,9,3153,9241,9242,-0.998304566085254,0.008753785052004,0.331221403774298,0.615094810724258,-0.319990095366278
"1784","CR-11827","CR-11827","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","Grupo 1",5009387.915,5,3155,9244,9244,-0.998304566085254,0.008753785052004,0.331221403774298,-1.05829468444372,-0.495788771855069
"1785","CR-11832","CR-11832","0","0","0","0","0",3,"0",0,"0","0","0","0","0","0.647750275631296","0","0","0","0","0","0","0.490466989315471","0","3","1","Grupo 2",6116619.762,6,3158,9246,9248,-0.998304566085254,0.008753785052004,0.331221403774298,-1.16496226191521,-0.451839102732871
"1786","CR-11833","CR-11833","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","Grupo 1",15473173.98,15,3159,9249,9252,-0.998304566085254,0.008753785052004,0.331221403774298,-1.64149415493011,-0.056292080633091
"1787","CR-11835","CR-11835","0","0","0","0","0",12,"0",0,"0","0","0","0","0","0.959266606401281","0","0","0","0","0","0","2.18571647829235","0","3","1","Grupo 2",5490190.52,5,3161,9254,9254,-0.998304566085254,0.008753785052004,0.331221403774298,-1.24151349324777,-0.495788771855069
"1788","CR-11838","CR-11838","64","38","2","27","0",123,"0",1,"-0.186305042767009","-0.254352362567795","-0.204836622599676","-0.161672817226498","0","-0.24588319645581","0","5.90476904004264","3.50595661752531","0.184524032501332","2.49107443876799","0","11.3482279988319","0","4","1","Grupo 6",10838696.55,11,3163,9255,9256,-1.4976142540615,2.72447798410395,-0.700374354588839,1.68941354751587,-0.232090757121882
"1789","CR-11841","CR-11841","68","0","1","0","0",79,"0",1,"0.194352333164383","0","0.129550055126259","0","0","0.471213801077946","0","5.76349884086757","0","0.0847573358951114","0","0","6.6958295357138","0","4","1","Grupo 6",11798389.09,12,3164,9257,9258,-0.30045900232113,0.267377282630934,-0.128588097154708,1.45786738395691,-0.188141087999684
"1790","CR-11844","CR-11844","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","Grupo 1",5568992.654,6,3165,9259,9259,-0.998304566085254,0.008753785052004,0.331221403774298,-1.41838072800816,-0.451839102732871
"1791","CR-11845","CR-11845","0","0","0","0","0",7,"0",0,"0","0","0","0","0","0.296991190165439","0","0","0","0","0","0","0.575201862779729","0","3","2","Grupo 2",12169640.09,12,3166,9260,9261,-0.998304566085254,0.008753785052004,0.331221403774298,-0.496432680636644,-0.188141087999684
"1792","CR-11846","CR-11846","6","0","0","0","0",15,"0",0,"-0.134772051585434","0","0","0","0","-0.129550055126259","0","0.809490874790087","0","0","0","0","2.02372718697522","0","1","1","Grupo 1",7412066.338,7,3167,9262,9263,-1.16462064232183,0.214052580800025,0.277853660252997,0.699115425348282,-0.407889433610673
"1793","CR-11847","CR-11847","131","0","0","0","0",26,"0",1,"-0.0501631981890219","0","0","0","0","-0.272894043039719","0","24.1717429304229","0","0","0","0","4.79744516176332","0","4","1","Grupo 6",5419551.105,5,3168,9264,9264,-0.242095600300781,2.44627637380405,-0.907743128968707,1.56611395034494,-0.495788771855069
"1794","CR-11849","CR-11849","2","0","2","0","0",40,"0",0,"-0.0436713146741147","0","0.0436713146741147","0","0","0.366589523641381","0","0.21592906377945","0","0.21592906377945","0","0","4.318581275589","0","3","1","Grupo 2",9262300.987,9,3170,9265,9267,-0.841907396606115,-0.009201360940087,0.076948293412484,0.621347705523173,-0.319990095366278
"1795","CR-11850","CR-11850","0","0","0","0","0",25,"0",0,"0","0","0","0","0","0.389520857421357","0","0","0","0","0","0","0.362771329938767","0","3","2","Grupo 2",68913935.05,69,3171,9268,9283,-0.998304566085254,0.008753785052004,0.331221403774298,-1.4295945353806,2.31699005196559
"1796","CR-11852","CR-11852","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","Grupo 1",87598199.7,88,3172,9284,9304,-0.998304566085254,0.008753785052004,0.331221403774298,-1.17121890045348,3.15203376528735
"1797","CR-11854","CR-11854","125","0","2","0","0",40,"0",1,"0.385274537429073","0","-0.0436713146741147","0","0","0.114244563436046","0","23.5458303730566","0","0.376733285968905","0","0","7.5346657193781","0","4","1","Grupo 6",5308795.581,5,3174,9306,9307,0.586709126400735,1.94648570762333,-1.15977066827865,1.76167267560959,-0.495788771855069
"1798","CR-11856","CR-11856","195","50","0","0","0",99,"0",1,"0.353325245373321","0.356273526361059","0","0","0","-0.199080085925397","0","6.16734325732534","1.58137006598086","0","0","0","3.1311127306421","0","4","1","Grupo 6",31618152.69,32,3176,9309,9317,0.647759890263448,0.444335179012026,0.273918007697658,0.162682755125893,0.690852294444271
"1799","CR-11858","CR-11858","75","0","1","0","0",64,"0",1,"0.375098041907686","0","-0.480384461415261","0","0","-0.342365242288989","0","7.65527470576999","0","0.102070329410267","0","0","6.53250108225706","0","4","1","Grupo 6",9797166.813,10,3178,9318,9318,-0.707625664574406,0.823214996145997,0.256612384998835,1.00647123035677,-0.27604042624408
"1800","CR-11859","CR-11859","30","0","1","0","0",5,"0",0,"0.640820824383349","0","0.856893070496975","0","0","0.68169069854272","0","3.8347107536388","0","0.12782369178796","0","0","0.639118458939799","0","7","1","Grupo 4",7823275.69,8,3179,9319,9319,1.19630620732494,-0.990394189843244,-0.606010551340122,1.02224455882305,-0.363939764488475
"1801","CR-11862","CR-11862","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","Grupo 1",4035882.683,4,3182,9321,9321,-0.998304566085254,0.008753785052004,0.331221403774298,-0.922064714401983,-0.539738440977266
"1802","CR-11865","CR-11865","0","0","0","0","0",8,"0",0,"0","0","0","0","0","0.218356573370573","0","0","0","0","0","0","1.9065663204365","0","3","2","Grupo 2",4196025.006,4,3183,9322,9322,-0.998304566085254,0.008753785052004,0.331221403774298,-1.67065483297986,-0.539738440977266
"1803","CR-11868","CR-11868","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","Grupo 1",4832159.466,5,3185,9324,9324,-0.998304566085254,0.008753785052004,0.331221403774298,-0.687986973056811,-0.495788771855069
"1804","CR-11869","CR-11869","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","Grupo 1",8880639.344,9,3186,9325,9326,-0.998304566085254,0.008753785052004,0.331221403774298,-1.81098175048828,-0.319990095366278
"1805","CR-11870","CR-11870","57","3","1","44","0",58,"0",1,"0.298712835349592","0.259307639408939","0.194325082689389","0.489337803054512","0","0.355247321144943","0","10.6186026573791","0.558873824072585","0.186291274690862","8.19681608639792","0","10.80489393207","0","4","1","Grupo 6",5367938.019,5,3187,9327,9327,2.81428988027013,3.4911844754816,-0.340718716060122,2.04305368544429,-0.495788771855069
"1806","CR-11872","CR-11872","1","0","1","0","0",14,"0",0,"0.480384461415261","0","0.480384461415261","0","0","0.906357480231551","0","0.200643940804816","0","0.200643940804816","0","0","2.80901517126742","0","2","1","Grupo 5",4983953.211,5,3189,9328,9329,0.434340606647544,-0.881361406657524,-0.206201661399272,1.70307242870331,-0.495788771855069
"1807","CR-11874","CR-11874","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","Grupo 1",13122491.89,13,3191,9330,9331,-0.998304566085254,0.008753785052004,0.331221403774298,-1.50450426340103,-0.144191418877487
"1808","CR-11875","CR-11875","0","0","1","0","0",10,"0",0,"0","0","0.614509867799027","0","0","0.649244080499261","0","0","0","0.231961958730528","0","0","2.31961958730528","0","6","1","Grupo 3",4311051.81,4,3192,9332,9332,-0.077432260236226,-0.579557915556383,-0.374544500975727,0.681480508295398,-0.539738440977266
"1809","CR-11878","CR-11878","18","0","2","0","0",29,"0",0,"0.561031630417581","0","0.697699363650734","0","0","0.557590646068612","0","3.77987395662543","0","0.419985995180604","0","0","6.08979693011875","0","7","1","Grupo 4",4762063.506,5,3194,9333,9333,1.09960982881891,-0.836533251214201,-0.761641653913358,0.352659421789751,-0.495788771855069
"1810","CR-11884","CR-11884","19","0","1","0","0",24,"0",0,"0.37064606746874","0","0.305699202718803","0","0","0.105712847454036","0","2.5667731689617","0","0.135093324682195","0","0","3.24223979237267","0","2","1","Grupo 5",7402290.208,7,3199,9336,9337,0.095932712657395,-0.378187429980094,-0.136577858927625,0.921643540263176,-0.407889433610673
"1811","CR-11885","CR-11885","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","Grupo 1",6664212.811,7,3200,9338,9339,-0.998304566085254,0.008753785052004,0.331221403774298,0.582122966647148,-0.407889433610673
"1812","CR-11892","CR-11892","13","0","0","0","0",16,"0",0,"0.41367256557976","0","0","0","0","0.398548816133179","0","3.06914180941447","0","0","0","0","3.77740530389473","0","2","1","Grupo 5",4235711.655,4,3205,9344,9346,-0.297463882721293,-0.072048316802677,0.211387807253953,0.153441468874613,-0.539738440977266
"1813","CR-11896","CR-11896","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","Grupo 1",6701114.928,7,3207,9347,9348,-0.998304566085254,0.008753785052004,0.331221403774298,-0.905800700187683,-0.407889433610673
"1814","CR-11897","CR-11897","0","0","9","0","0",16,"0",0,"0","0","0.0614509867799027","0","0","-0.214536918257255","0","0","0","1.07524516682073","0","0","1.91154696323686","0","1","4","Grupo 1",8370184.154,8,3208,9349,9351,-0.133782245628286,-0.250961635348317,-0.737323837144246,-1.05123591423035,-0.363939764488475
"1815","CR-11898","CR-11898","0","0","0","0","0",4,"0",0,"0","0","0","0","0","0.552713542939234","0","0","0","0","0","0","0.49284883304738","0","3","2","Grupo 2",8116079.049,8,3209,9352,9353,-0.998304566085254,0.008753785052004,0.331221403774298,-1.19464737176895,-0.363939764488475
"1816","CR-11900","CR-11900","130","0","0","5","6",19,"0",1,"0.838587448150107","0","0","0.550064240582727","0.856893070496975","0.704650304082881","0","28.7542361556329","0","0","1.10593215983204","1.32711859179844","4.20254220736174","0","5","1","Grupo 7",4521073.092,5,3211,9354,9354,6.51445749143661,4.99576547002861,6.08670108310304,1.63486993761039,-0.495788771855069
"1817","CR-11901","CR-11901","5","0","2","0","0",20,"0",0,"0.418121005003545","0","0.434072640900041","0","0","0.433028310172008","0","1.22184406753824","0","0.488737627015294","0","0","4.88737627015294","0","2","1","Grupo 5",4092175.416,4,3212,9355,9355,0.534645287957364,-0.736507039574608,-0.500589725043427,1.19964273576134,-0.539738440977266
"1818","CR-11903","CR-11903","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","Grupo 1",9929745.585,10,3214,9357,9358,-0.998304566085254,0.008753785052004,0.331221403774298,-1.01175859570503,-0.27604042624408
"1819","CR-11905","CR-11905","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","Grupo 1",6975373.903,7,3215,9359,9360,-0.998304566085254,0.008753785052004,0.331221403774298,-0.941452890634537,-0.407889433610673
"1820","CR-11906","CR-11906","1","0","1","0","0",5,"0",0,"0.204836622599676","0","-0.0436713146741147","0","0","0.17794377815964","0","0.1388987290536","0","0.1388987290536","0","0","0.694493645267999","0","1","1","Grupo 1",7199489.778,7,3216,9361,9361,-0.649955391635895,-0.155700324562946,0.245165824198165,0.626851767426967,-0.407889433610673
"1821","CR-11907","CR-11907","40","0","1","0","0",18,"0",0,"0.181101371687247","0","0.171378614099395","0","0","0.24934346050906","0","9.85404101815917","0","0.246351025453979","0","0","4.43431845817163","0","2","1","Grupo 5",4059248.35,4,3217,9362,9362,-0.009609227016494,0.616413722464079,-0.525030439987528,0.540261212052538,-0.539738440977266
"1822","CR-11908","CR-11908","4","0","2","0","0",16,"0",0,"0.588173587878257","0","0.647750275631296","0","0","0.649434444990112","0","0.804396103698409","0","0.402198051849205","0","0","3.21758441479364","0","7","1","Grupo 4",4972674.543,5,3218,9363,9363,0.962645132484486,-1.10845227630617,-0.5509026016931,0.362009284051943,-0.495788771855069
"1823","CR-11909","CR-11909","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","Grupo 1",5299743.941,5,3219,9364,9364,-0.998304566085254,0.008753785052004,0.331221403774298,-0.179453449130126,-0.495788771855069
"1824","CR-11913","CR-11913","77","0","1","0","0",41,"0",1,"0.356484907982447","0","0.0436713146741147","0","0","-0.140590619032802","0","14.1246632428286","0","0.1834371849718","0","0","7.5209245838438","0","4","1","Grupo 6",5451457.54,5,3223,9368,9369,0.187120740684375,1.00094185588297,-0.566864544861936,1.39425230026245,-0.495788771855069
"1825","CR-11914","CR-11914","0","0","0","0","0",3,"0",0,"0","0","0","0","0","0.596864746872226","0","0","0","0","0","0","0.720084019921905","0","3","1","Grupo 2",4166180.686,4,3224,9370,9370,-0.998304566085254,0.008753785052004,0.331221403774298,0.777910654878423,-0.539738440977266
"1826","CR-11916","CR-11916","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","Grupo 1",4440241.024,4,3226,9372,9372,-0.998304566085254,0.008753785052004,0.331221403774298,0.247978236329452,-0.539738440977266
"1827","CR-11917","CR-11917","43","3","4","0","0",28,"0",0,"0.382083803092948","0.305699202718803","0.385355109299547","0","0","0.165164727709603","0","8.57585215837172","0.598315266863143","0.797753689150858","0","0","5.584275824056","0","2","1","Grupo 5",5014078.853,5,3227,9373,9375,1.63567735988667,-0.014744426849178,-0.926307790512356,1.36523825426896,-0.495788771855069
"1828","CR-11918","CR-11918","32","2","4","2","0",33,"0",0,"-0.0484841005591034","0.169710656023152","0.278536881873706","-0.0565702186743838","0","0.0518158446447504","0","5.79236132180536","0.362022582612835","0.72404516522567","0.362022582612835","0","5.97337261311178","0","1","1","Grupo 1",5524517.229,6,3228,9376,9377,0.338818151890376,0.38556523109366,-0.875813531043923,1.69904720783234,-0.451839102732871
"1829","CR-11919","CR-11919","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","Grupo 1",5092383.839,5,3229,9378,9378,-0.998304566085254,0.008753785052004,0.331221403774298,1.18101799859734,-0.495788771855069
"1830","CR-11922","CR-11922","0","0","0","0","0",0,"0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","Grupo 1",39908070.68,40,3231,9381,9391,-0.998304566085254,0.008753785052004,0.331221403774298,-0.546457366933199,1.04244964742185
"1831","CR-11923","CR-11923","0","0","6","0","0",234,"0",0,"0","0","0.17043437212523","0","0","0.588903289636029","0","0","0","0.0218202477433689","0","0","0.850989661991387","0","3","1","Grupo 2",274973964.3,275,3232,9392,9457,-0.774115469946876,-0.146296575394983,0.175806141516213,0.069333570360234,11.3706218911383
